Page total likes,Category,Post Month,Post Weekday,Post Hour,Paid,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Type_Link,Type_Photo,Type_Status,Type_Video
-1.0117046923004254,1.3261125637709752,-0.9065824364501336,-0.0859754158832878,1.1441882148715916,-0.655554777357089,-0.41559110016698997,-0.28780817426771416,-0.456031734956685,-0.42684125815289703,-0.4426236958263478,-0.1987453834335938,-0.4979175955398357,-0.46299203153746155,-0.22019275302527208,0.43003663431074685,-0.3247018785041956,-0.12108986992412071
0.5589555432198423,1.3261125637709752,0.31752497042497374,-1.5733501106641647,0.9150857135142011,-0.655554777357089,-0.3603769419572565,-0.2528003517802583,-0.18939169973472242,-0.22712579593637075,-0.19916121266735348,-0.15839794531144855,-0.3099604442155638,-0.09390589162334284,-0.22019275302527208,0.43003663431074685,-0.3247018785041956,-0.12108986992412071
-1.9570001664750216,0.14049254551578816,-1.5186361398876873,0.4098161490436712,1.1441882148715916,1.52542553961938,-0.39770830564234494,-0.2799497355322047,-0.025024554734882465,0.06492043273201688,-0.17293456305876262,-0.1872780681535161,-0.4283038357901054,-0.2969773822588218,-0.22019275302527208,0.43003663431074685,-0.3247018785041956,-0.12108986992412071
-1.9301405460178267,1.3261125637709752,-1.5186361398876873,1.401399278897589,1.1441882148715916,1.52542553961938,-0.18344440811203613,-0.17213015213525132,0.4132878319313574,0.4894412393530752,0.27539269251450743,-0.09714948919113217,0.035014409655322244,0.14029334575188107,-0.22019275302527208,0.43003663431074685,-0.3247018785041956,-0.12108986992412071
0.5589555432198423,-1.0451274727393989,0.31752497042497374,-1.0775585457372057,-0.23042679327275126,-0.655554777357089,-0.012033290087789071,-0.06277721483868634,0.3804144029313894,0.49747000165323707,0.8652448874850791,0.09867045375659826,0.8616133494984168,0.8680897100002035,-0.22019275302527208,0.43003663431074685,-0.3247018785041956,-0.12108986992412071
0.41110211846014316,1.3261125637709752,0.011498118706196887,-1.0775585457372057,1.1441882148715916,-0.655554777357089,-0.4048779052904745,-0.2698701885744638,-0.22591773195690906,-0.21106827133604705,-0.2234084924941639,-0.19224912108281086,-0.49946456797871863,-0.27919009840753894,-0.22019275302527208,0.43003663431074685,-0.3247018785041956,-0.12108986992412071
-2.615625672779369,0.14049254551578816,-1.824662991606464,-0.0859754158832878,-0.9177342973449226,-0.655554777357089,-0.42457370202499134,-0.28191152655082546,-0.376587614873429,-0.33551408698855584,-0.3575107952097888,-0.20847565465030996,-0.5791336485811879,-0.4911552309686594,-0.22019275302527208,0.43003663431074685,-0.3247018785041956,-0.12108986992412071
-2.3263827038840152,1.3261125637709752,-1.824662991606464,-1.5733501106641647,-1.3759393000597036,-0.655554777357089,-0.39490639313617937,-0.27966786900654084,-0.017719348290445136,0.07897076675730014,-0.15462539257729352,-0.19744613096343722,-0.49637062310095287,-0.3770201595895945,-0.22019275302527208,0.43003663431074685,-0.3247018785041956,-0.12108986992412071
0.9315386428795767,-1.0451274727393989,1.235605525581304,-0.5817669808102468,-1.3759393000597036,1.52542553961938,0.9429244193665258,0.4094281382755249,0.15851875718160546,-0.050493025332809846,-0.06159501283361277,0.049101147558232916,0.5398430822107743,0.11361241997495683,-0.22019275302527208,0.43003663431074685,-0.3247018785041956,-0.12108986992412071
-1.997289597160814,-1.0451274727393989,-1.5186361398876873,-1.0775585457372057,1.1441882148715916,-0.655554777357089,-0.38122646737078275,-0.26386079424730957,-0.10903442884591177,-0.02138876199472311,-0.22043943782149322,-0.15821435528849165,-0.3171796489303506,-0.268814182827624,-0.22019275302527208,0.43003663431074685,-0.3247018785041956,-0.12108986992412071
